"NombreMunicipio","CodigoMunicipio","Ubicación","NombreRegion","CodigoRegion","Anio","CausaMortalidad","TipoPoblacionObjetivo","NumeroPoblacionObjetivo","NumeroCasos"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2016","Suicidios","Poblacion total","41,016","0"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2016","Suicidios","Poblacion total","3,092","1"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2016","Suicidios","Poblacion total","7,991","0"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2016","Suicidios","Poblacion total","8,739","0"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2016","Suicidios","Poblacion total","38,302","1"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2016","Suicidios","Poblacion total","14,370","1"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2016","Suicidios","Poblacion total","17,294","0"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2016","Suicidios","Poblacion total","27,530","4"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2016","Suicidios","Poblacion total","129,753","6"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2016","Suicidios","Poblacion total","8,881","2"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2016","Suicidios","Poblacion total","77,966","4"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2016","Suicidios","Poblacion total","18,341","2"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2016","Suicidios","Poblacion total","7,270","1"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2016","Suicidios","Poblacion total","16,739","0"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2016","Suicidios","Poblacion total","5,649","1"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2016","Suicidios","Poblacion total","14,912","1"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2016","Suicidios","Poblacion total","3,576","0"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2016","Suicidios","Poblacion total","19,332","0"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2016","Suicidios","Poblacion total","12,993","2"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2016","Suicidios","Poblacion total","21,226","3"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2016","Suicidios","Poblacion total","30,106","1"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2016","Suicidios","Poblacion total","15,721","5"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2016","Suicidios","Poblacion total","21,217","2"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2016","Suicidios","Poblacion total","21,860","0"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2016","Suicidios","Poblacion total","26,671","2"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2016","Suicidios","Poblacion total","25,462","3"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2016","Suicidios","Poblacion total","35,308","4"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2016","Suicidios","Poblacion total","12,535","0"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2016","Suicidios","Poblacion total","36,605","3"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2016","Suicidios","Poblacion total","36,242","1"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2016","Suicidios","Poblacion total","14,882","1"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2016","Suicidios","Poblacion total","16,441","3"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2016","Suicidios","Poblacion total","25,973","3"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2016","Suicidios","Poblacion total","6,141","0"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2016","Suicidios","Poblacion total","10,992","0"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2016","Suicidios","Poblacion total","5,049","0"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2016","Suicidios","Poblacion total","120,238","4"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2016","Suicidios","Poblacion total","6,957","0"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2016","Suicidios","Poblacion total","29,631","1"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2016","Suicidios","Poblacion total","13,683","1"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2016","Suicidios","Poblacion total","6,747","0"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2016","Suicidios","Poblacion total","11,757","0"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2016","Suicidios","Poblacion total","11,634","0"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2016","Suicidios","Poblacion total","8,842","0"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2016","Suicidios","Poblacion total","7,618","0"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2016","Suicidios","Poblacion total","40,691","5"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2016","Suicidios","Poblacion total","22,278","0"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2016","Suicidios","Poblacion total","18,204","2"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2016","Suicidios","Poblacion total","24,233","1"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2017","Suicidios","Poblacion total","20,437","1"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2017","Suicidios","Poblacion total","2,652","0"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2017","Suicidios","Poblacion total","4,600","0"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2017","Suicidios","Poblacion total","29,663","1"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2017","Suicidios","Poblacion total","25,518","1"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2017","Suicidios","Poblacion total","42,817","1"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2017","Suicidios","Poblacion total","5,745","0"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2017","Suicidios","Poblacion total","11,396","1"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2017","Suicidios","Poblacion total","17,991","3"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2017","Suicidios","Poblacion total","6,970","0"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2017","Suicidios","Poblacion total","118,064","3"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2017","Suicidios","Poblacion total","29,045","0"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2017","Suicidios","Poblacion total","7,771","0"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2017","Suicidios","Poblacion total","5,189","0"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2017","Suicidios","Poblacion total","51,049","0"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2017","Suicidios","Poblacion total","510,031","25"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2017","Suicidios","Poblacion total","5,952","0"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2017","Suicidios","Poblacion total","10,377","0"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2017","Suicidios","Poblacion total","15,494","1"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2017","Suicidios","Poblacion total","8,053","1"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2017","Suicidios","Poblacion total","9,212","0"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2017","Suicidios","Poblacion total","28,551","0"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2017","Suicidios","Poblacion total","8,220","2"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2017","Suicidios","Poblacion total","78,000","0"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2017","Suicidios","Poblacion total","9,196","4"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2017","Suicidios","Poblacion total","15,566","0"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2017","Suicidios","Poblacion total","4,539","0"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2017","Suicidios","Poblacion total","4,789","0"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2017","Suicidios","Poblacion total","46,629","1"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2017","Suicidios","Poblacion total","3,888","0"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2017","Suicidios","Poblacion total","88,188","5"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2017","Suicidios","Poblacion total","56,044","0"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2017","Suicidios","Poblacion total","9,747","0"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2017","Suicidios","Poblacion total","25,975","2"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2017","Suicidios","Poblacion total","15,667","1"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2017","Suicidios","Poblacion total","4,833","0"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2017","Suicidios","Poblacion total","21,275","3"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2017","Suicidios","Poblacion total","76,210","6"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2017","Suicidios","Poblacion total","22,836","5"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2017","Suicidios","Poblacion total","18,533","2"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2017","Suicidios","Poblacion total","12,177","2"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2017","Suicidios","Poblacion total","50,544","3"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2017","Suicidios","Poblacion total","58,120","1"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2017","Suicidios","Poblacion total","20,694","0"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2017","Suicidios","Poblacion total","23,017","4"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2017","Suicidios","Poblacion total","34,862","0"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2017","Suicidios","Poblacion total","10,986","0"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2017","Suicidios","Poblacion total","223,456","17"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2017","Suicidios","Poblacion total","24,252","3"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2017","Suicidios","Poblacion total","20,820","0"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2017","Suicidios","Poblacion total","5,460","0"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2017","Suicidios","Poblacion total","50,456","5"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2017","Suicidios","Poblacion total","9,676","0"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2017","Suicidios","Poblacion total","10,397","0"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2017","Suicidios","Poblacion total","6,496","0"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2017","Suicidios","Poblacion total","53,835","4"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2017","Suicidios","Poblacion total","8,203","1"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2017","Suicidios","Poblacion total","5,526","0"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2017","Suicidios","Poblacion total","5,393","0"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2017","Suicidios","Poblacion total","271,038","19"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2017","Suicidios","Poblacion total","26,786","2"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2017","Suicidios","Poblacion total","14,459","1"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2017","Suicidios","Poblacion total","13,733","1"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2017","Suicidios","Poblacion total","63,394","3"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2017","Suicidios","Poblacion total","69,836","4"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2017","Suicidios","Poblacion total","8,256","1"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2017","Suicidios","Poblacion total","21,075","0"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2017","Suicidios","Poblacion total","10,007","1"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2017","Suicidios","Poblacion total","8,188","2"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2017","Suicidios","Poblacion total","63,234","6"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2017","Suicidios","Poblacion total","2,385,018","157"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2017","Suicidios","Poblacion total","6,779","0"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2017","Suicidios","Poblacion total","4,808","0"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2017","Suicidios","Poblacion total","13,778","2"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2017","Suicidios","Poblacion total","10,254","0"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2017","Suicidios","Poblacion total","25,165","1"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2017","Suicidios","Poblacion total","41,526","1"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2017","Suicidios","Poblacion total","3,100","0"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2017","Suicidios","Poblacion total","8,023","0"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2017","Suicidios","Poblacion total","8,618","0"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2017","Suicidios","Poblacion total","38,721","3"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2017","Suicidios","Poblacion total","14,389","0"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2017","Suicidios","Poblacion total","17,669","2"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2017","Suicidios","Poblacion total","27,869","2"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2017","Suicidios","Poblacion total","132,301","16"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2017","Suicidios","Poblacion total","8,941","0"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2017","Suicidios","Poblacion total","79,983","3"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2017","Suicidios","Poblacion total","18,241","1"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2017","Suicidios","Poblacion total","7,243","0"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2017","Suicidios","Poblacion total","16,496","0"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2017","Suicidios","Poblacion total","5,602","0"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2017","Suicidios","Poblacion total","15,123","3"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2017","Suicidios","Poblacion total","3,581","1"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2017","Suicidios","Poblacion total","19,687","1"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2017","Suicidios","Poblacion total","13,005","0"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2017","Suicidios","Poblacion total","21,564","1"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2017","Suicidios","Poblacion total","30,431","3"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2017","Suicidios","Poblacion total","15,747","1"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2017","Suicidios","Poblacion total","21,246","1"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2017","Suicidios","Poblacion total","21,914","3"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2017","Suicidios","Poblacion total","26,627","1"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2017","Suicidios","Poblacion total","25,808","1"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2017","Suicidios","Poblacion total","35,684","8"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2017","Suicidios","Poblacion total","12,426","1"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2017","Suicidios","Poblacion total","37,171","7"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2017","Suicidios","Poblacion total","36,145","3"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2017","Suicidios","Poblacion total","14,885","0"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2017","Suicidios","Poblacion total","16,395","5"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2017","Suicidios","Poblacion total","26,401","3"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2017","Suicidios","Poblacion total","6,133","1"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2017","Suicidios","Poblacion total","10,865","0"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2017","Suicidios","Poblacion total","5,013","0"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2017","Suicidios","Poblacion total","122,168","1"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2017","Suicidios","Poblacion total","6,912","0"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2017","Suicidios","Poblacion total","29,791","3"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2017","Suicidios","Poblacion total","13,700","1"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2017","Suicidios","Poblacion total","6,556","0"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2017","Suicidios","Poblacion total","11,779","0"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2017","Suicidios","Poblacion total","11,557","0"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2017","Suicidios","Poblacion total","8,962","0"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2017","Suicidios","Poblacion total","7,541","0"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2017","Suicidios","Poblacion total","41,029","4"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2017","Suicidios","Poblacion total","22,345","0"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2017","Suicidios","Poblacion total","18,610","1"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2017","Suicidios","Poblacion total","24,430","1"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2018","Suicidios","Poblacion total","20,368","4"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2018","Suicidios","Poblacion total","2,718","0"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2018","Suicidios","Poblacion total","4,642","0"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2018","Suicidios","Poblacion total","30,230","3"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2018","Suicidios","Poblacion total","25,935","1"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2018","Suicidios","Poblacion total","43,265","6"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2018","Suicidios","Poblacion total","5,758","0"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2018","Suicidios","Poblacion total","11,444","0"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2018","Suicidios","Poblacion total","18,317","1"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2018","Suicidios","Poblacion total","7,013","0"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2018","Suicidios","Poblacion total","121,014","7"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2018","Suicidios","Poblacion total","29,307","2"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2018","Suicidios","Poblacion total","7,687","0"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2018","Suicidios","Poblacion total","5,142","0"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2018","Suicidios","Poblacion total","51,974","4"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2018","Suicidios","Poblacion total","522,259","19"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2018","Suicidios","Poblacion total","5,996","1"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2018","Suicidios","Poblacion total","10,311","0"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2018","Suicidios","Poblacion total","15,597","2"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2018","Suicidios","Poblacion total","8,029","0"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2018","Suicidios","Poblacion total","9,346","2"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2018","Suicidios","Poblacion total","29,014","0"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2018","Suicidios","Poblacion total","8,297","0"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2018","Suicidios","Poblacion total","79,632","12"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2018","Suicidios","Poblacion total","9,211","0"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2018","Suicidios","Poblacion total","15,531","0"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2018","Suicidios","Poblacion total","4,581","0"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2018","Suicidios","Poblacion total","4,758","0"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2018","Suicidios","Poblacion total","47,923","1"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2018","Suicidios","Poblacion total","3,957","1"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2018","Suicidios","Poblacion total","90,211","6"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2018","Suicidios","Poblacion total","57,380","4"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2018","Suicidios","Poblacion total","9,778","0"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2018","Suicidios","Poblacion total","26,118","2"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2018","Suicidios","Poblacion total","15,438","0"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2018","Suicidios","Poblacion total","4,795","0"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2018","Suicidios","Poblacion total","21,367","0"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2018","Suicidios","Poblacion total","77,875","5"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2018","Suicidios","Poblacion total","23,048","3"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2018","Suicidios","Poblacion total","18,914","3"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2018","Suicidios","Poblacion total","12,153","1"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2018","Suicidios","Poblacion total","51,868","3"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2018","Suicidios","Poblacion total","59,410","5"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2018","Suicidios","Poblacion total","21,046","4"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2018","Suicidios","Poblacion total","23,516","2"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2018","Suicidios","Poblacion total","35,429","6"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2018","Suicidios","Poblacion total","11,154","3"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2018","Suicidios","Poblacion total","228,836","15"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2018","Suicidios","Poblacion total","24,415","4"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2018","Suicidios","Poblacion total","20,742","2"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2018","Suicidios","Poblacion total","5,545","1"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2018","Suicidios","Poblacion total","51,660","1"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2018","Suicidios","Poblacion total","9,761","0"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2018","Suicidios","Poblacion total","10,124","1"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2018","Suicidios","Poblacion total","6,555","1"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2018","Suicidios","Poblacion total","55,110","4"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2018","Suicidios","Poblacion total","8,367","1"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2018","Suicidios","Poblacion total","5,460","1"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2018","Suicidios","Poblacion total","5,471","0"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2018","Suicidios","Poblacion total","276,746","7"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2018","Suicidios","Poblacion total","27,065","2"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2018","Suicidios","Poblacion total","14,520","4"
